"","Sentence","Interviewee","State","Region","Verb","Verbal_S","Type_of_Subject","Person","Number","Adjacency","Preceding_Segment","Following_Segment","ThirdSingular","Verbal_aspect","Aspect","Verb_Type","Verb2r","PersonNumber"
"689","I thinks of him all de time","Lucy Ann Dunn","NC","Upper Coast","think","s","Pronoun","First","Singular","A","V","C","N","dynamic","habitual","rest","think","First - Singular"
"690","I wants ter go ter Jim anyhow","Lucy Ann Dunn","NC","Upper Coast","want","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","want","First - Singular"
"691","Mostly what I does know I hyard my mammy tell it.","Lucy Brown","NC","Upper Coast","do","s","Pronoun","First","Singular","A","irregular","C","N","aux","non-habitual","dhg","do","First - Singular"
"692","I tells dem eber'day dat dey shore will miss me when I'se gone.","Lucy Brown","NC","Upper Coast","tell","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","tell","First - Singular"
"693","I reckon dat I wuz borned in McDowell County","Mary Barbour","NC","Upper Coast","reckon","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","reckon","First - Singular"
"694","I reckons dat I will always 'member dat walk","Mary Barbour","NC","Upper Coast","reckon","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","reckon","First - Singular"
"695","I reckons dat we stays dar seberal days.","Mary Barbour","NC","Upper Coast","reckon","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","reckon","First - Singular"
"696","One of de fust things dat I 'members wuz my pappy wakin' me up in de middle o' de night","Mary Barbour","NC","Upper Coast","remember","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"697","Dar wuz also a ole Indian Witch 'oman dat I 'members","Mary Barbour","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","P","N","state","non-habitual","rest","remember","First - Singular"
"698","I was little when Marse Fountain an' Marse Doctor went to de war but I remembers it.","Mary Wallace Bowe","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","remember","First - Singular"
"699","I remembers it kaze Mis' Fanny stood on de po'ch smilin' an wavin at Marse Fountain","Mary Wallace Bowe","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","remember","First - Singular"
"700","You know 'bout leben o'clock in July hit gits  in a bloom.","Mattie Curtis","NC","Upper Coast","get","s","NP","Third","Singular","A","C","V","T","dynamic","habitual","rest","get","Third - Singular"
"701","Dere loafin' gits dem inter trouble an' dere novels makes dem bad husban's an' wives too","Mattie Curtis","NC","Upper Coast","get","s","NP","Third","Plural","A","C","C","N","dynamic","habitual","rest","get","Third - Plural"
"702","Has yo' ever wondered why de Yaller wimen dese days am meaner dan black ones 'bout de men?","Mattie Curtis","NC","Upper Coast","have","s","Pronoun","Second","","A","irregular","V","N","aux","non-habitual","dhg","have","Second - "
"703","You know 'bout leben o'clock in July hit gits  in a bloom.","Mattie Curtis","NC","Upper Coast","know","0","Pronoun","Second","","A","V","C","N","state","non-habitual","rest","know","Second - "
"704","Dere loafin' gtis dem inter trouble an' dere novels makes dem bad husban's an' wives too","Mattie Curtis","NC","Upper Coast","make","s","NP","Third","Plural","A","C","C","N","dynamic","habitual","rest","make","Third - Plural"
"705","de fust thing dat I 'members good wus goin' through de paper mill on Crabtree.","Mattie Curtis","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"706","But you wants ter find out how I got along.","Mattie Curtis","NC","Upper Coast","want","s","Pronoun","Second","","A","C","C","N","state","non-habitual","rest","want","Second - "
"707","Do you know chile, slavery was a good thing.","Ophelia Whitley","NC","Upper Coast","do","0","Pronoun","Second","","A","irregular","C","N","aux","non-habitual","dhg","do","Second - "
"708","I 'members one whuppin' I got when I wuz little 'bout a big matter dat looked little at de time. ","Ophelia Whitley","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"709","I 'members how some of dem Yankee officers cussed in front of my missus","Ophelia Whitley","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"710","I 'membersmoughty well when my mammy an' papy got married case I seed it two years atter de surrender.","Ophelia Whitley","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"711","I fergit ter tell you 'bout de fust gang o' Yankees what come by","Richard C. Moring","NC","Upper Coast","forget","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","forget","First - Singular"
"712","but I 'members dat de Rebs go by ","Richard C. Moring","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"713","De wus' thing I know dat happened, in de wafc wuz when Mis' Roby foun' de Yankee sojer in de ladies back house.","Sarah Anne Green","NC","Upper Coast","know","0","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"714","I looks back now an' thinks.","Sarah Debro","NC","Upper Coast","look","s","Pronoun","First","Singular","A","C","C","N","dynamic","habitual","rest","look","First - Singular"
"715","I 'members when Wheelers Cavalry come through.","Sarah Debro","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"716","I 'members de first time de Yankees come.","Sarah Debro","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"717","I looks back now an' thinks.","Sarah Debro","NC","Upper Coast","think","s","Pronoun","First","Singular","N","C","P","N","dynamic","habitual","rest","think","First - Singular"
"718","It belongs to colored folks","Sarah Harris","NC","Upper Coast","belong","s","Pronoun","Third","Singular","A","C","C","T","state","non-habitual","rest","belong","Third - Singular"
"719","I have a horror being a slave","Sarah Harris","NC","Upper Coast","have","0","Pronoun","First","Singular","A","irregular","V","N","state","non-habitual","dhg","have","First - Singular"
"720","But I like my ole master","Sarah Harris","NC","Upper Coast","like","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","like","First - Singular"
"721","I 'member seeing the Yankees","Sarah Harris","NC","Upper Coast","remember","0","Pronoun","First","Singular","A","C","S","N","state","non-habitual","rest","remember","First - Singular"
"722","De Bible say dat de bottom rail will be on top","Sarah Harris","NC","Upper Coast","say","0","NP","Third","Singular","A","irregular","C","T","dynamic","non-habitual","rest","say","Third - Singular"
"723","Dey say he libed a long time atter de war dressed like a 'oman, he wuz so skeered.","Sarah Harris","NC","Upper Coast","say","0","Pronoun","Third","Plural","A","irregular","C","N","dynamic","habitual","rest","say","Third - Plural"
"724","You see all dis lan aroun' here.","Sarah Harris","NC","Upper Coast","see","0","Pronoun","Second","","A","V","V","N","dynamic","discourse","rest","see","Second - "
"725","I think Abraham Lincoln wuz a great man.","Sarah Harris","NC","Upper Coast","think","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","think","First - Singular"
"726","I think slavery wuz wrong","Sarah Harris","NC","Upper Coast","think","0","Pronoun","First","Singular","A","C","S","N","state","non-habitual","rest","think","First - Singular"
"727","I think Mr. Rooosevelt is one of the greatest mans in the world","Sarah Harris","NC","Upper Coast","think","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","think","First - Singular"
"728","He wants to help everybody","Sarah Harris","NC","Upper Coast","want","s","Pronoun","Third","Singular","A","C","C","T","state","non-habitual","rest","want","Third - Singular"
"729","I believes to my soul dey ain' never seed no chicken 'tweel dey come down here.","Tempie Herndon Durham","NC","Upper Coast","believe","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","believe","First - Singular"
"730","I done forgot near 'bout as much as dese here new generation niggers knows or ever gwin know.","Tempie Herndon Durham","NC","Upper Coast","know","s","NP","Third","Singular","A","V","V","T","state","non-habitual","rest","know","Third - Singular"
"731","Dat makes me sho nuff ole.","Tempie Herndon Durham","NC","Upper Coast","make","s","NP","Third","Singular","A","C","C","T","dynamic","non-habitual","rest","make","Third - Singular"
"732","I mean I'se been here.","Tempie Herndon Durham","NC","Upper Coast","mean","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","mean","First - Singular"
"733","Spects I'se de olest nigger in Durham","Tempie Herndon Durham","NC","Upper Coast","spect","s","Null","First","Singular","A","C","V","N","state","non-habitual","rest","spect","First - Singular"
"734","I know dat de Ku Kluzes went ter a nigger dance one night an' whupped all of de dancers.","Tina Johnson","NC","Upper Coast","know","0","Pronoun","First","Singular","A","V","C","N","state","non-habitual","rest","know","First - Singular"
"735","so fur as I know I ain't got no father","Viney Baker","NC","Upper Coast","know","0","Pronoun","First","Singular","A","V","V","N","state","non-habitual","rest","know","First - Singular"
"736","do' I reckon dat he wuz de plantation stock nigger.","Viney Baker","NC","Upper Coast","reckon","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","reckon","First - Singular"
"737","He had a hundert slaves an' I reckon five hundert acres o' lan' ","Viney Baker","NC","Upper Coast","reckon","0","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","reckon","First - Singular"
"738","I reckon I wuz twelve years old when my mammy come ter de house an' axes Mis' Allen ter let me go spen' de week en' wid her.","Viney Baker","NC","Upper Coast","reckon","0","Pronoun","First","Singular","A","C","V","N","state","non-habitual","rest","reckon","First - Singular"
"739","I jist 'members de whuppin's.","Viney Baker","NC","Upper Coast","remember","s","Pronoun","First","Singular","N","C","C","N","state","non-habitual","rest","remember","First - Singular"
"740","Hit wuz a big plantation, round 1,200 acres 0' land, I reckon.","Willie Cozart","NC","Upper Coast","reckon","0","Pronoun","First","Singular","A","C","P","N","state","non-habitual","rest","reckon","First - Singular"
"741","I uster go fishin' too, but I ain't been now since 1873, I reckon.","Willie Cozart","NC","Upper Coast","reckon","0","Pronoun","First","Singular","A","C","P","N","state","non-habitual","rest","reckon","First - Singular"
"742","I 'members seberal slave sales whar dey sold de pappy or de mammy 'way frum de chilluns","Willie Cozart","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","S","N","state","non-habitual","rest","remember","First - Singular"
"743","I 'members moughty well when de Yankees come through our country","Willie Cozart","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
"744","I 'members what ole master said.","Willie Cozart","NC","Upper Coast","remember","s","Pronoun","First","Singular","A","C","C","N","state","non-habitual","rest","remember","First - Singular"
